name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Genoa,Italy",2022-05-26,28.9,21.7,24.3,29.4,21.7,24.5,17.3,65.5,0.017,100,4.17,rain,0,0,31.3,24.1,35.4,1017.1,60.6,10,205.6,17.7,6,30,2022-05-26T05:47:00,2022-05-26T20:56:12,0.86,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-27,31.6,23.6,26.7,31.5,23.6,27,16.4,54.2,0,0,0,,0,0,54,27.7,19.6,1014.9,86.4,10,287.1,24.8,9,30,2022-05-27T05:46:16,2022-05-27T20:57:08,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-28,27.5,22,25,27.4,22,25,15.4,56.4,0,0,0,,0,0,26.6,12.9,169.3,1006.3,47.9,10,280.6,24.4,7,75,2022-05-28T05:45:34,2022-05-28T20:58:04,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-29,24.9,17.9,19.5,24.9,17.9,19.5,13.1,66.6,1.234,100,12.5,rain,0,0,40.3,31.6,20.2,1004.1,71.8,10,85.9,7.3,5,10,2022-05-29T05:44:54,2022-05-29T20:58:58,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-05-30,21.7,16.7,19.4,21.7,16.7,19.4,12.2,63.2,0.002,100,4.17,rain,0,0,29.5,24.1,35.7,1008,70.4,10,126.5,11,8,10,2022-05-30T05:44:17,2022-05-30T20:59:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-31,24.6,17.9,21,24.6,17.9,21,14.2,65.2,0,0,0,,0,0,21.6,24,24.5,1013,42.4,10,254.8,22,8,10,2022-05-31T05:43:41,2022-05-31T21:00:43,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-01,22.8,18.9,21,22.8,18.9,21,16.5,75.4,0.003,100,4.17,rain,0,0,28.1,12.9,130.3,1015.1,41.3,10,269.4,23.3,8,10,2022-06-01T05:43:08,2022-06-01T21:01:33,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-02,24.9,19,22.2,24.9,19,22.2,15.6,66.3,0,0,0,,0,0,11.5,9.4,254.7,1015.9,23.8,10,321.7,28,9,10,2022-06-02T05:42:37,2022-06-02T21:02:22,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-06-03,26.7,21.9,24,26.6,21.9,23.9,15.5,59.8,0.667,100,8.33,rain,0,0,19.4,18.3,35.3,1016.6,75.7,10,88.8,7.8,3,10,2022-06-03T05:42:08,2022-06-03T21:03:09,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-06-04,26.9,21.9,24.5,27.5,21.9,24.5,17.2,64.4,0.017,100,4.17,rain,0,0,19.1,29.5,25.2,1016.8,45.4,10,293.7,25.4,10,10,2022-06-04T05:41:42,2022-06-04T21:03:55,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-05,24.9,22.9,23.4,24.9,22.9,23.4,18.8,76.7,0,0,0,rain,0,0,50.8,42.1,135.9,1014.9,64.7,9.5,236.3,20.7,9,60,2022-06-05T05:41:17,2022-06-05T21:04:39,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-06-06,24.7,22,23.2,24.7,22,23.2,20.2,83.3,0.184,100,8.33,rain,0,0,23.8,22,130.6,1015,82,9.9,166.6,14.5,6,60,2022-06-06T05:40:55,2022-06-06T21:05:21,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-07,24.9,21,23.2,24.9,21,23.2,19.3,78.8,0,0,0,rain,0,0,22,16.5,165.2,1011.3,31.9,10,227.9,19.6,8,60,2022-06-07T05:40:35,2022-06-07T21:06:02,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-08,23.7,19.9,22.4,23.7,19.9,22.4,18.5,78.8,0.103,100,8.33,rain,0,0,24.5,16.5,139.4,1008.5,35.5,9.9,204.1,17.7,8,30,2022-06-08T05:40:18,2022-06-08T21:06:41,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-09,30.6,19.9,25.2,28.6,19.9,24.5,11.3,50.5,0.591,100,4.17,rain,0,0,41,27.6,26.1,1006.5,25.2,10,351.8,30.4,10,10,2022-06-09T05:40:02,2022-06-09T21:07:19,0.33,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-10,31.6,20.9,25.4,29.6,20.9,25.1,6,30.7,0,0,0,,0,0,42.8,33.3,17.6,1014,1.7,10,337,28.9,9,10,2022-06-10T05:39:49,2022-06-10T21:07:54,0.36,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-11,26.6,21,24.2,26.6,21,24.2,12.4,48.3,0,0,0,,0,0,15.8,14.7,112.2,1018,0.1,10,344.9,29.9,9,10,2022-06-11T05:39:39,2022-06-11T21:08:28,0.4,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-12,26,21,23.9,26,21,23.9,15.3,60,0,0,0,,0,0,15.5,14.7,148.2,1019.1,14.1,10,311,26.8,9,10,2022-06-12T05:39:30,2022-06-12T21:09:00,0.43,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-06-13,25.9,21,23.3,25.9,21,23.3,17.1,68.6,0,0,0,,0,0,14.8,9.4,140.3,1015.7,28.5,10,321.7,27.7,9,10,2022-06-13T05:39:24,2022-06-13T21:09:29,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-14,26.6,21,24,26.6,21,24,18.2,70.6,0,0,0,,0,0,17.6,9.4,230.6,1015.3,12.3,10,316,27.3,9,60,2022-06-14T05:39:20,2022-06-14T21:09:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-15,25.9,23,24.5,25.9,23,24.5,20.4,78.3,0.069,100,4.17,rain,0,0,16.6,18.3,189.7,1017.2,27.1,10,220.4,19.1,7,75,2022-06-15T05:39:18,2022-06-15T21:10:23,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-16,26,22,24.4,26,22,24.4,19.4,74,0.003,100,4.17,rain,0,0,16.6,12.9,199.7,1017.1,12.2,10,324.3,28.2,9,30,2022-06-16T05:39:19,2022-06-16T21:10:47,0.57,Rain,Clear conditions throughout the day with early morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-17,27.1,22,24.9,29.2,22,25,19.2,70.9,0,0,0,,0,0,14.4,11.2,249,1017.3,12.1,10,295.8,25.3,8,60,2022-06-17T05:39:21,2022-06-17T21:11:09,0.6,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-18,28,24,26.5,29.9,24,27.2,19.5,65.9,0,0,0,,0,0,15.5,11.1,250.4,1018.6,27.6,10,313.4,27.2,9,10,2022-06-18T05:39:26,2022-06-18T21:11:29,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-06-19,28.9,24.9,26.8,28.8,24.9,27.3,16.8,54.4,0.195,100,4.17,rain,0,0,19.1,11.1,126.9,1015.3,4.9,10,317.7,27.6,9,10,2022-06-19T05:39:33,2022-06-19T21:11:46,0.67,Rain,Clear conditions throughout the day with afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
